12,Died in a previous Congress,"China Task Force Act or the CTF Act
This bill enacts specified legislation related to China and other issues, including legislation (1) authorizing activities to counter the global malign influence of the Chinese Communist Party, (2) prohibiting certain imports from China's Xinjiang Uyghur Autonomous region and imposing sanctions on those responsible for human rights violations there, (3) authorizing the Department of State to make publicly available certain records relating to a visa denial based on an alien's involvement in human rights violations, (4) authorizing the State Department and the U.S. Agency for International Development to prioritize and advance global efforts to reduce marine debris and plastic waste, and (5) authorizing targets to increase total domestic wood growth for capturing and storing carbon."
13,Died in a previous Congress,No summary available.
14,Died in a previous Congress,No summary available.
19,Died in a previous Congress,No summary available.
20,Died in a previous Congress,"No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2019
This bill modifies provisions relating to federal funding for, and health insurance coverage of, abortions.
Specifically, the bill prohibits the use of federal funds for abortions or for health coverage that includes abortions. Such restrictions extend to the use of funds in the budget of the District of Columbia. Additionally, abortions may not be provided in a federal health care facility or by a federal employee.
Historically, language has been included in annual appropriations bills for the Department of Health and Human Services (HHS) that prohibits the use of federal funds for abortions—such language is commonly referred to as the Hyde Amendment. Similar language is also frequently included in appropriations bills for other federal agencies and the District of Columbia. The bill makes these restrictions permanent and extends the restrictions to all federal funds (rather than specific agencies).
The bill's restrictions regarding the use of federal funds do not apply in cases of rape, incest, or where a physical disorder, injury, or illness endangers a woman's life unless an abortion is performed. The Hyde Amendment provides the same exceptions.
The bill also prohibits qualified health plans from including coverage for abortions. Currently, qualified health plans may cover abortion, but the portion of the premium attributable to abortion coverage is not eligible for subsidies."
21,Incorporated into another bill,"Consolidated Appropriations Act, 2019 
This bill provides FY2019 appropriations for several federal departments and agencies. It includes 6 of the 12 regular FY2019 appropriations bills:
 the Department of the Interior, Environment, and Related Agencies Appropriations Act, 2019; the Financial Services and General Government Appropriations Act, 2019; the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2019; the Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2019; the Commerce, Justice, Science, and Related Agencies Appropriations Act, 2019; and the Department of State, Foreign Operations, and Related Programs Appropriations Act, 2019. The departments and agencies funded in the bill include
 the Department of the Interior; the Environmental Protection Agency; the Forest Service; the Department of the Treasury, the judiciary; the Executive Office of the President; the District of Columbia; the Department of Agriculture; the Food and Drug Administration; the Department of Transportation; the Department of Housing and Urban Development; the Department of Commerce; the Department of Justice; science-related agencies, including the National Aeronautics and Space Administration (NASA); the Department of State; and several related and independent agencies. The bill also extends several authorities and programs, including
 the National Flood Insurance Program, the authority for the Environmental Protection Agency to collect and spend certain fees related to pesticides, the Temporary Assistance for Needy Families (TANF) program, and several Medicaid provisions."
22,Died in a previous Congress,"This bill makes permanent several tax provisions that were enacted in 2017 and are scheduled to expire at the end of 2025. The provisions that are made permanent increase the standard deduction, increase and modify the child tax credit, and eliminate the deduction for personal exemptions."
23,Died in a previous Congress,"Care Veterans Deserve Act of 2019
This bill expands and makes permanent the Veterans Choice Program. The program allows eligible veterans to receive health care in their communities rather than at a Department of Veterans Affairs (VA) facility when certain hardships exist (e.g., when a veteran resides more than 40 miles from a VA facility).
The bill expands program eligibility to include veterans with a service-connected disability rated at 50% or more.
Additionally, the bill requires the VA to contract with a national chain of walk-in clinics to provide hospital care and medical services in such clinics to veterans who are in the annual patient enrollment system. The clinics may not require a preauthorization or a co-payment for treatment.
Under the bill, an authorized health care professional may provide treatment via telemedicine at any location in any state, regardless of where such health care professional or the patient is located.
The bill requires the VA to extend the operating hours for VA pharmacies and medical facilities.
Finally, the VA may provide for a nongovernmental hospital organization best-practices peer review of each VA medical center."
24,Died in a previous Congress,"Federal Reserve Transparency Act of 2019
This bill establishes requirements regarding audits of certain financial agencies performed by the Government Accountability Office (GAO).
Specifically, the bill directs the GAO to complete, within 12 months, an audit of the Federal Reserve Board and Federal Reserve banks. In addition, the bill allows the GAO to audit the Federal Reserve Board and Federal Reserve banks with respect to (1) international financial transactions; (2) deliberations, decisions, or actions on monetary policy matters; (3) transactions made under the direction of the Federal Open Market Committee; and (4) discussions or communications among Federal Reserve officers, board members, and employees regarding any of these matters."
25,Died in a previous Congress,"FairTax Act of 2019
This bill imposes a national sales tax on the use or consumption in the United States of taxable property or services in lieu of the current income taxes, payroll taxes, and estate and gift taxes. The rate of the sales tax will be 23% in 2021, with adjustments to the rate in subsequent years. There are exemptions from the tax for used and intangible property; for property or services purchased for business, export, or investment purposes; and for state government functions.
Under the bill, family members who are lawful U.S. residents receive a monthly sales tax rebate (Family Consumption Allowance) based upon criteria related to family size and poverty guidelines.
The states have the responsibility for administering, collecting, and remitting the sales tax to the Treasury.
Tax revenues are to be allocated among (1) the general revenue, (2) the old-age and survivors insurance trust fund, (3) the disability insurance trust fund, (4) the hospital insurance trust fund, and (5) the federal supplementary medical insurance trust fund.
No funding is authorized for the operations of the Internal Revenue Service after FY2023.
Finally, the bill terminates the national sales tax if the Sixteenth Amendment to the Constitution (authorizing an income tax) is not repealed within seven years after the enactment of this bill."
26,Died in a previous Congress,"No Work, No Pay Act of 2019
This bill prohibits Members of Congress from being paid during a government shutdown, beginning with the 117th Congress."
27,Died in a previous Congress,"Zero-Baseline Budget Act of 2019
This bill changes the assumptions that the Congressional Budget Office uses to calculate the baseline for discretionary spending. (A baseline is a projection of federal spending and receipts during a fiscal year under current law.)
The bill changes the assumptions used for the discretionary spending baseline to eliminate adjustments required under current law for inflation, expiring housing contracts, social insurance administrative expenses, pay adjustments, and changes to other personnel benefits. The bill also prohibits adjustments for inflation or any other factor."
28,Died in a previous Congress,"United Nations Voting Accountability Act of 2019
This bill prohibits giving assistance, such as various types of economic support or military training, to countries that oppose U.S. positions on more than 50 percent of the recorded votes in the most recent United Nations session.
A country may be exempted if there has been a fundamental change in leadership and policies and the Department of State determines that the country will no longer oppose the U.S. position. The President may exempt a country for U.S. national security interests."
29,Died in a previous Congress,"Public Water Supply Invasive Species Compliance Act of 2019
This bill exempts certain water transfers between public water supplies in Texas, Arkansas, and Louisiana from prohibitions on illegal trade of plants and wildlife. Specifically, the prohibitions do not apply to covered water transfers containing a prohibited species if (1) the species are present in both public water supplies before the transfer and the water is transferred directly between them; or (2) the water is transferred in a closed conveyance system, such as a pipe system, and sent directly to treatment facilities where the species will be destroyed."
30,Died in a previous Congress,"Saving America’s Endangered Species Act or the SAVES Act
This bill limits the protection of endangered and threatened species to species that are native to the United States, thus removing protection given to nonnative species in the United States that are listed as threatened or endangered."
31,Died in a previous Congress,"Caesar Syria Civilian Protection Act of 2019
This bill establishes additional sanctions and financial restrictions on institutions and individuals related to the conflict in Syria.
The Department of the Treasury shall determine whether the Central Bank of Syria is a financial institution of primary money laundering concern. If so, Treasury shall impose one or more special measures, such as requiring domestic financial institutions to maintain additional records on transactions involving the bank.
The President shall impose sanctions on foreign persons that (1) provide significant support or engage in a significant transaction with the Syrian government or those acting on behalf of Syria, Russia, or Iran; or (2) are knowingly responsible for serious human rights abuses against the Syrian people.
The bill also imposes sanctions on those that knowingly provide various goods or services to Syria, such as aircraft for the military, technology for the government's domestic petroleum production, items on the U.S. Munitions List, and items that the President believes are being used to commit human rights abuses against the Syrian people.
The sanctions include blocking of financial transactions and barring of entry into the United States. Such sanctions shall not apply to activities related to providing humanitarian aid or supporting democratic institutions in Syria.
The President may suspend the sanctions under certain conditions, including if it is in the United States' national security interests.
The Department of State is authorized to assist entities that are conducting criminal investigations and gathering evidence to prosecute those responsible for war crimes in Syria."
32,Died in a previous Congress,"Buy a Brick, Build the Wall Act of 2019
This bill authorizes the Department of the Treasury to accept gifts of money for designing, constructing, or maintaining a barrier on the U.S. and Mexico border. Treasury shall establish a trust fund and website for that purpose."
33,Died in a previous Congress,"Gun Trafficking Prohibition Act
This bill establishes stand-alone criminal offenses for trafficking in firearms and straw purchasing of firearms. The bill expands the categories of prohibited persons (i.e., persons barred from receiving or possessing a firearm or ammunition) to include persons who intend (1) to sell or transfer a firearm or ammunition to a prohibited person, (2) to sell or transfer a firearm to further a crime of violence or drug trafficking offense, or (3) to unlawfully export.
It increases the maximum prison term for the sale or transfer of a firearm to or the receipt or possession of a firearm by a prohibited person.
The bill revises the existing prohibition on transferring a firearm knowing that it will be used to commit a crime of violence or drug trafficking offense. It broadens the scope of unlawful conduct and increases the maximum prison term for a violator.
The bill also revises the existing prohibition on smuggling a firearm into the United States with the intent to unlawfully import or to promote a crime of violence or drug trafficking offense. It broadens the scope of unlawful conduct and increases the maximum prison term for a violator.
Finally, the bill makes it a crime to smuggle a firearm or ammunition out of the United States, or conspire or attempt to do so, with the intent to unlawfully export or to promote a crime of violence or drug trafficking offense."
34,Died in a previous Congress,"Energy and Water Research Integration Act of 2019
This bill requires the Department of Energy (DOE) to integrate water considerations into its energy research, development, and demonstration programs and projects.
Specifically, the DOE must develop and implement a strategic plan that advances energy and energy efficiency technologies and practices to
 minimize freshwater withdrawal and consumption, seismic impacts, and deleterious impacts on water bodies, groundwater, and waterways; increase water use efficiency; and utilize nontraditional water sources. Further, the strategic plan must (1) consider the effects climate variability may have on water supplies and quality for energy generation and fuel production, and (2) improve the understanding of the energy required to provide reliable water supplies as well as the water required to provide reliable energy supplies. The plan must be updated every five years.
In addition, DOE must establish an Energy-Water Committee to promote and enable improved energy and water resource data collection, reporting, and technological innovation."
35,Died in a previous Congress,"Emmett Till Antilynching Act
This bill establishes a new criminal civil rights violation for lynching.
Specifically, a person who conspires to commit certain civil rights offenses (e.g., a hate crime act) is subject to criminal penalties."
36,Died in a previous Congress,"Combating Sexual Harassment in Science Act of 2019
This bill addresses sexual harassment and gender harassment in the science, technology, engineering, and mathematics (STEM) fields by supporting research regarding such harassment and efforts to prevent and respond to such harassment.
This bill directs the National Science Foundation (NSF) to award grants to institutions of higher education or nonprofit organizations (or their consortia) to
 expand research into sexual harassment and gender harassment in the STEM workforce, including students and trainees; and examine interventions for reducing the incidence and negative consequences of such harassment. The NSF must convene a working group composed of representatives of federal statistical agencies to develop questions on sexual harassment and gender harassment in STEM departments in order to gather national data on the prevalence, nature, and implications of such harassment in institutions of higher education.
The NSF shall enter into agreements with the National Academies of Sciences, Engineering, and Medicine to (1) update a responsible conduct guide issued by the National Academies to include, among other things, updated professional standards of conduct in research and evidence-based practices for fostering a climate that is intolerant of sexual harassment and gender harassment; and (2) study the influence of such harassment in institutions of higher education on the career advancement of individuals in the STEM workforce.
The National Science and Technology Council shall establish an interagency working group to coordinate the federal science agencies' efforts to reduce the prevalence of sexual harassment and gender harassment involving grant personnel.
The Office of Science and Technology Policy must develop a uniform set of policy guidelines for such agencies to prevent and respond to reports of sexual harassment and gender harassment."
37,Died in a previous Congress,"Kissimmee River Wild and Scenic River Study Act
This bill designates the segment of the Kissimmee River in Florida from the southern shore of Lake Kissimmee to its confluence with Lake Okeechobee for potential addition to the National Wild and Scenic Rivers System.
The Department of the Interior shall complete a study of such river segment."
38,Died in a previous Congress,"Concealed Carry Reciprocity Act of 2019
 This bill allows a qualified individual to carry a concealed handgun into or possess a concealed handgun in another state that allows individuals to carry concealed firearms.
A qualified individual must (1) be eligible to possess, transport, or receive a firearm under federal law; (2) carry a valid photo identification document; and (3) carry a valid concealed carry permit issued by any state or be eligible to carry a concealed firearm in his or her state of residence.
Additionally, the bill specifies that a qualified individual who lawfully carries or possesses a concealed handgun in another state (1) is not subject to the federal prohibition on possessing a firearm in a school zone, and (2) may carry or possess the concealed handgun in federally owned lands that are open to the public."
39,Died in a previous Congress,"Federal Sunset Act of 2019
This bill abolishes a federal agency one year after it is reviewed by the Federal Agency Sunset Commission, established by the bill, unless the agency is reauthorized by Congress. Each agency, including each advisory committee, must be reviewed by the commission at least once every 12 years.
The commission must (1) review and evaluate the efficiency and public need for each agency using specified criteria, (2) recommend whether each agency should be abolished or reorganized, and (3) report to Congress on introduced legislation that would establish a new agency or a new program. The commission shall terminate at the end of 2037.
The Government Accountability Office and the Congressional Budget Office, in cooperation with the Congressional Research Service, shall prepare an inventory of federal programs to assist Congress and the commission in carrying out this bill."
40,Died in a previous Congress,"Commission to Study and Develop Reparation Proposals for African-Americans Act
This bill establishes the Commission to Study and Develop Reparation Proposals for African-Americans. The commission shall examine slavery and discrimination in the colonies and the United States from 1619 to the present and recommend appropriate remedies. Among other requirements, the commission shall identify (1) the role of federal and state governments in supporting the institution of slavery, (2) forms of discrimination in the public and private sectors against freed slaves and their descendants, and (3) lingering negative effects of slavery on living African-Americans and society."
41,Died in a previous Congress,"Reenergized Economic Sustainability for Community and Urban Entities Act for Black and Community Banks or the RESCUE Act for Black and Community Banks
This bill establishes programs and requirements related to minority banks, black banks, community banks, women's banks, and low-income credit unions.
The bill establishes the Office of Black and Community Banks in the Office of the Comptroller of the Currency (OCC) to oversee black and community banks. The OCC and the Securities and Exchange Commission must exempt these banks from specified securities and federal banking regulations in certain circumstances.
The bill also establishes the Minority Bank Deposit Program. The Department of the Treasury must certify a depository institution or credit union upon successful application as a minority bank, a women's bank, or a low-income credit union. Every federal department and agency is directed to implement standards and procedures to ensure the use of such institutions to serve the financial needs of the department or agency.
The Government Accountability Office must study the use of the new markets tax credit, lower-value home mortgages, and blockchain investments."
42,Died in a previous Congress,"First Responder Identification of Emergency Needs in Disaster Situations or the FRIENDS Act
This bill directs the Government Accountability Office (GAO) to submit a report that describes select state and local programs and policies related to the preparedness and protection of first responders, which may include information on:
 the degree to which such programs and policies include consideration of the presence of a first responder's family in an area impacted by a terrorist attack, the availability of personal protective equipment for first responders, and the availability of home Medkits for first responders and their families for biological incident response. The GAO may provide information: (1) in a format that delineates high risk urban areas from rural communities; and (2) on the degree to which the selected state and local programs and policies were developed or are being executed with funding from the Department of Homeland Security (DHS), including grants from the State Homeland Security Grant Program or the Urban Area Security Initiative.
DHS shall consider the report's findings and assess its applicability for federal first responders."
43,Died in a previous Congress,"Cyber Vulnerability Disclosure Reporting Act
This bill requires the Department of Homeland Security to submit a report describing the policies and procedures developed to coordinate the disclosure of cyber vulnerabilities. The report shall describe instances when such policies and procedures were used to disclose cyber vulnerabilities in the previous year. Further, the report shall mention the degree to which the disclosed information was acted upon by stakeholders."
44,Died in a previous Congress,"Coretta Scott King Mid-Decade Redistricting Prohibition Act of 2019
 This bill prohibits any state whose congressional districts have been redistricted after a decennial census from carrying out another redistricting until after the next apportionment of Representatives following a decennial census, unless a court requires such state to conduct a subsequent redistricting to comply with the Constitution or enforce the Voting Rights Act of 1965.
The bill is applicable to any congressional redistricting which occurs after the regular decennial census conducted during 2020."
45,Died in a previous Congress,"Barack Obama Highway Act
This bill designates the portion of Interstate Route 57 that is located in Illinois as the ""Barack Obama Highway."""
46,Died in a previous Congress,"Social Security Safety Dividend Act of 2019
This bill directs the Department of the Treasury to disburse to recipients of Social Security benefits or certain other federal benefits a $250 payment in years where no cost-of-living adjustment (COLA) is made.
Individuals entitled to more than one such benefit shall receive only one $250 payment in a non-COLA year. A non-COLA payment shall not be counted as income for determining eligibility for federal assistance or for taxation purposes."
47,Died in a previous Congress,"Trusted, Reliable, Unquestioned Method of Procedure for Special Counsel Appointment, Limitations, and Powers Act of 2019 or the TRUMP Special Counsel Act
This bill provides statutory authority for the appointment, oversight, and removal of a special counsel.
The bill establishes the qualifications, scope of jurisdiction, and authority of a special counsel.
It also sets forth requirements and limitations with respect to the removal from office of a special counsel.
Finally, the bill requires the Department of Justice to notify Congress when a special counsel is appointed, when a special counsel is removed, and after a special counsel's investigation concludes."
48,Died in a previous Congress,"Protect American Taxpayers and Secure Border Act
This bill prohibits using taxpayer funds to build a barrier intended to impede travel between Mexico and the United States, requiring such funds to come from the government of Mexico. It also authorizes the Department of Justice to appoint 100 additional immigration judges.
The Department of Homeland Security shall take the actions necessary to ensure that displaced persons receive the needed humanitarian assistance."
